"","study","germplasmName","trait","predicted.value","std.error","status"
"1","Adv_Urb_21","02-18228","Grain.yield...bu.ac",77.8409408847146,3.62614684593661,"Estimable"
"2","Adv_Urb_21","02-18228","Heading.time...Julian.date..JD..CO_321.0001233",136.056459503303,0.536405055419679,"Estimable"
"3","Adv_Urb_21","02-18228","Grain.test.weight...lbs.bu",55.4834430264004,0.456202589484276,"Estimable"
"4","Adv_Urb_21","02-18228","Plant.height.inches",41.2832638262885,0.721184401471359,"Estimable"
"5","Adv_Urb_21","07-19334","Grain.yield...bu.ac",95.840998487813,3.62150553504225,"Estimable"
"6","Adv_Urb_21","07-19334","Heading.time...Julian.date..JD..CO_321.0001233",138.613419810034,0.536497543713164,"Estimable"
"7","Adv_Urb_21","07-19334","Grain.test.weight...lbs.bu",54.1887026990812,0.455849001902976,"Estimable"
"8","Adv_Urb_21","07-19334","Plant.height.inches",39.6799209400288,0.720506474282038,"Estimable"
"9","Adv_Urb_21","07-4415","Grain.yield...bu.ac",88.0289052557152,3.61825873347564,"Estimable"
"10","Adv_Urb_21","07-4415","Heading.time...Julian.date..JD..CO_321.0001233",134.020095243225,0.534553392179243,"Estimable"
"11","Adv_Urb_21","07-4415","Grain.test.weight...lbs.bu",52.8718791709974,0.458406719699771,"Estimable"
"12","Adv_Urb_21","07-4415","Plant.height.inches",38.4136569247859,0.720773828043902,"Estimable"
"13","Adv_Urb_21","17-17739","Grain.yield...bu.ac",91.406828062781,3.60813477544245,"Estimable"
"14","Adv_Urb_21","17-17739","Heading.time...Julian.date..JD..CO_321.0001233",138.485773910902,0.533705324993548,"Estimable"
"15","Adv_Urb_21","17-17739","Grain.test.weight...lbs.bu",56.7432673199854,0.457865043652509,"Estimable"
"16","Adv_Urb_21","17-17739","Plant.height.inches",42.2170001474669,0.718805149855729,"Estimable"
"17","Adv_Urb_21","17-18534","Grain.yield...bu.ac",82.7585882565298,3.61937760973311,"Estimable"
"18","Adv_Urb_21","17-18534","Heading.time...Julian.date..JD..CO_321.0001233",136.644590958669,0.536395607074422,"Estimable"
"19","Adv_Urb_21","17-18534","Grain.test.weight...lbs.bu",54.5789482756483,0.454910765664845,"Estimable"
"20","Adv_Urb_21","17-18534","Plant.height.inches",36.8214469961804,0.719657939613975,"Estimable"
